#Contains single reference judgments for results from 50 FedWeb14 topics
#snippetID	userID	pagelabel	pageproblem	watchedvideo
FW14-e181-7044-06	judge5	Non	0	0
FW14-e181-7044-07	judge5	Non	0	0
FW14-e181-7044-08	judge5	Non	0	0
FW14-e181-7044-09	judge5	Non	0	0
FW14-e182-7044-01	judge5	Non	0	0
FW14-e182-7044-02	judge5	Non	0	1
FW14-e182-7044-03	judge5	Non	0	0
FW14-e182-7044-04	judge5	Non	0	1
FW14-e182-7044-05	judge5	Non	0	0
FW14-e182-7044-06	judge5	Non	0	0
FW14-e182-7044-07	judge5	Non	1	0
FW14-e182-7044-08	judge5	Non	0	0
FW14-e182-7044-09	judge5	Non	0	0
FW14-e182-7044-10	judge5	Non	0	1
FW14-e184-7044-01	judge5	Non	0	1
FW14-e184-7044-02	judge5	Non	0	1
FW14-e184-7044-03	judge5	Non	0	1
FW14-e184-7044-04	judge5	Rel	0	1
FW14-e184-7044-05	judge5	Rel	0	1
FW14-e184-7044-06	judge5	Non	0	0
FW14-e184-7044-07	judge5	Non	0	0
FW14-e184-7044-08	judge5	Non	0	0
FW14-e184-7044-09	judge5	Non	0	0
FW14-e184-7044-10	judge5	Non	0	0
FW14-e185-7044-01	judge5	Non	0	0
FW14-e185-7044-02	judge5	Rel	0	1
FW14-e185-7044-03	judge5	Rel	0	1
FW14-e185-7044-04	judge5	Rel	0	1
FW14-e185-7044-05	judge5	Non	0	1
FW14-e185-7044-06	judge5	Rel	0	0
FW14-e185-7044-07	judge5	Rel	0	0
FW14-e185-7044-08	judge5	Rel	0	1
FW14-e185-7044-09	judge5	Non	0	0
FW14-e185-7044-10	judge5	Rel	0	0
FW14-e200-7044-01	judge5	Key	0	0
FW14-e200-7044-02	judge5	Key	0	0
FW14-e200-7044-03	judge5	Key	0	0
FW14-e200-7044-04	judge5	Key	0	0
FW14-e200-7044-05	judge5	Non	0	0
FW14-e200-7044-06	judge5	HRel	0	0
FW14-e200-7044-07	judge5	Key	0	0
FW14-e200-7044-08	judge5	HRel	0	0
FW14-e200-7044-09	judge5	HRel	0	0
FW14-e200-7044-10	judge5	Rel	0	0
FW14-e002-7045-01	judge9	Non	0	0
FW14-e002-7045-02	judge9	Non	0	0
FW14-e002-7045-03	judge9	Non	0	0
FW14-e002-7045-04	judge9	Non	0	0
FW14-e002-7045-05	judge9	Non	0	0
FW14-e002-7045-06	judge9	Non	0	0
FW14-e002-7045-07	judge9	Non	0	0
FW14-e002-7045-08	judge9	Non	0	0
FW14-e002-7045-09	judge9	Non	0	0
FW14-e002-7045-10	judge9	Non	0	0
FW14-e003-7045-01	judge9	Non	0	0
FW14-e004-7045-01	judge9	Non	0	0
FW14-e004-7045-02	judge9	Non	0	0
FW14-e004-7045-03	judge9	Non	0	0
FW14-e004-7045-04	judge9	Non	0	0
FW14-e004-7045-05	judge9	Non	0	0
FW14-e004-7045-06	judge9	Non	0	0
FW14-e004-7045-07	judge9	Non	0	0
FW14-e004-7045-08	judge9	Non	0	0
FW14-e004-7045-09	judge9	Non	0	0
FW14-e004-7045-10	judge9	Non	0	0
FW14-e005-7045-01	judge9	Non	0	0
FW14-e005-7045-02	judge9	Non	0	0
FW14-e005-7045-03	judge9	Non	0	0
FW14-e005-7045-04	judge9	Non	0	0
FW14-e005-7045-05	judge9	Non	0	0
FW14-e005-7045-06	judge9	Non	0	0
FW14-e005-7045-07	judge9	Non	0	0
FW14-e005-7045-08	judge9	Non	0	0
FW14-e005-7045-09	judge9	Non	0	0
FW14-e005-7045-10	judge9	Non	0	0
FW14-e007-7045-01	judge9	Non	0	0
FW14-e007-7045-02	judge9	Non	0	0
FW14-e007-7045-03	judge9	Non	0	0
FW14-e007-7045-04	judge9	Non	0	0
FW14-e007-7045-05	judge9	Non	0	0
FW14-e008-7045-01	judge9	Non	0	0
FW14-e008-7045-02	judge9	Non	0	0
FW14-e008-7045-03	judge9	Non	0	0
FW14-e008-7045-04	judge9	Non	0	0
FW14-e008-7045-05	judge9	Non	0	0
FW14-e008-7045-06	judge9	Non	0	0
FW14-e008-7045-07	judge9	Non	0	0
FW14-e008-7045-08	judge9	Non	0	0
FW14-e008-7045-09	judge9	Non	0	0
FW14-e008-7045-10	judge9	Non	0	0
FW14-e009-7045-01	judge9	Non	0	0
FW14-e009-7045-02	judge9	Non	0	0
FW14-e009-7045-03	judge9	Non	0	0
FW14-e009-7045-04	judge9	Non	0	0
FW14-e009-7045-05	judge9	Non	0	0
FW14-e009-7045-06	judge9	Non	0	0
FW14-e009-7045-07	judge9	Non	0	0
FW14-e009-7045-08	judge9	Non	0	0
FW14-e009-7045-09	judge9	Non	0	0
FW14-e009-7045-10	judge9	Non	0	0
FW14-e010-7045-01	judge9	Non	0	0
FW14-e010-7045-02	judge9	Non	0	0
FW14-e010-7045-03	judge9	Non	0	0
FW14-e010-7045-04	judge9	Non	0	0
FW14-e010-7045-05	judge9	Non	0	0
FW14-e010-7045-06	judge9	Non	0	0
FW14-e010-7045-07	judge9	Non	0	0
FW14-e010-7045-08	judge9	Non	0	0
FW14-e010-7045-09	judge9	Non	1	0
FW14-e010-7045-10	judge9	Non	1	0
FW14-e013-7045-01	judge9	Non	0	0
FW14-e013-7045-02	judge9	Non	0	0
FW14-e013-7045-03	judge9	Non	0	0
FW14-e013-7045-04	judge9	Non	0	0
FW14-e013-7045-05	judge9	Non	0	0
FW14-e013-7045-06	judge9	Non	0	0
FW14-e013-7045-07	judge9	Non	0	0
FW14-e013-7045-08	judge9	Non	0	0
FW14-e013-7045-09	judge9	Non	0	0
FW14-e013-7045-10	judge9	Non	0	0
FW14-e014-7045-01	judge9	Non	0	0
FW14-e014-7045-02	judge9	Non	0	0
FW14-e014-7045-03	judge9	Non	0	0
FW14-e014-7045-04	judge9	Non	0	0
FW14-e014-7045-05	judge9	Non	0	0
FW14-e014-7045-06	judge9	Non	0	0
FW14-e014-7045-07	judge9	Non	0	0
FW14-e014-7045-08	judge9	Non	0	0
FW14-e014-7045-09	judge9	Non	0	0
FW14-e014-7045-10	judge9	Non	0	0
FW14-e016-7045-01	judge9	Non	0	0
FW14-e016-7045-02	judge9	Non	0	0
FW14-e016-7045-03	judge9	Non	0	0
FW14-e016-7045-04	judge9	Non	0	0
FW14-e016-7045-05	judge9	Non	0	0
FW14-e016-7045-06	judge9	Non	0	0
FW14-e016-7045-07	judge9	Non	0	0
FW14-e016-7045-08	judge9	Non	0	0
FW14-e016-7045-09	judge9	Non	0	0
FW14-e016-7045-10	judge9	Non	0	0
FW14-e017-7045-01	judge9	Non	0	0
FW14-e017-7045-02	judge9	Non	0	0
FW14-e017-7045-03	judge9	Non	0	0
FW14-e017-7045-04	judge9	Non	0	0
FW14-e017-7045-05	judge9	Non	0	0
FW14-e017-7045-06	judge9	Non	0	0
FW14-e017-7045-07	judge9	Non	0	0
FW14-e017-7045-08	judge9	Non	0	0
FW14-e017-7045-09	judge9	Non	0	0
FW14-e017-7045-10	judge9	Non	0	0
FW14-e019-7045-01	judge9	Non	0	0
FW14-e019-7045-02	judge9	Non	0	0
FW14-e019-7045-03	judge9	Non	0	0
FW14-e019-7045-04	judge9	Non	0	0
FW14-e019-7045-05	judge9	Non	0	0
FW14-e019-7045-06	judge9	Non	0	0
FW14-e019-7045-07	judge9	Non	0	0
FW14-e019-7045-08	judge9	Non	0	0
FW14-e019-7045-09	judge9	Non	0	0
FW14-e019-7045-10	judge9	Non	0	0
FW14-e021-7045-01	judge9	Non	0	1
FW14-e021-7045-02	judge9	Non	0	1
FW14-e021-7045-03	judge9	Non	0	0
FW14-e021-7045-04	judge9	Non	0	0
FW14-e021-7045-05	judge9	Non	0	0
FW14-e021-7045-06	judge9	Non	0	0
FW14-e021-7045-07	judge9	HRel	0	1
FW14-e021-7045-08	judge9	Non	0	0
FW14-e021-7045-09	judge9	Non	0	1
FW14-e021-7045-10	judge9	Rel	0	1
FW14-e022-7045-01	judge9	Non	0	0
FW14-e022-7045-02	judge9	HRel	0	0
FW14-e022-7045-03	judge9	Rel	0	1
FW14-e022-7045-04	judge9	Rel	0	1
FW14-e022-7045-05	judge9	HRel	0	1
FW14-e022-7045-06	judge9	HRel	0	1
FW14-e022-7045-07	judge9	Rel	0	1
FW14-e022-7045-08	judge9	HRel	0	1
FW14-e022-7045-09	judge9	Rel	0	1
FW14-e022-7045-10	judge9	Rel	0	1
FW14-e023-7045-01	judge9	Key	0	0
FW14-e023-7045-02	judge9	Key	0	0
FW14-e023-7045-03	judge9	HRel	0	0
FW14-e023-7045-04	judge9	Non	0	0
FW14-e023-7045-05	judge9	Rel	0	0
FW14-e023-7045-06	judge9	HRel	0	0
FW14-e023-7045-07	judge9	Rel	0	0
FW14-e023-7045-08	judge9	Key	0	0
FW14-e023-7045-09	judge9	Non	0	0
FW14-e023-7045-10	judge9	Non	0	0
FW14-e026-7045-01	judge9	Non	0	0
FW14-e026-7045-02	judge9	Non	0	0
FW14-e026-7045-03	judge9	Non	0	0
FW14-e026-7045-04	judge9	Rel	0	0
FW14-e026-7045-05	judge9	Non	0	0
FW14-e026-7045-06	judge9	Non	0	0
FW14-e026-7045-07	judge9	Non	0	0
FW14-e026-7045-08	judge9	Rel	0	0
FW14-e026-7045-09	judge9	HRel	0	0
FW14-e026-7045-10	judge9	Non	0	0
FW14-e028-7045-01	judge9	Non	0	0
FW14-e028-7045-02	judge9	Non	0	0
FW14-e028-7045-03	judge9	Non	0	0
FW14-e028-7045-04	judge9	Non	0	0
FW14-e028-7045-05	judge9	Non	0	0
FW14-e028-7045-06	judge9	Non	0	0
FW14-e028-7045-07	judge9	Non	0	0
FW14-e028-7045-08	judge9	Non	0	0
FW14-e028-7045-09	judge9	Non	0	0
FW14-e028-7045-10	judge9	Non	0	0
FW14-e029-7045-01	judge9	Non	0	0
FW14-e029-7045-02	judge9	Non	0	0
FW14-e029-7045-03	judge9	Non	0	0
FW14-e029-7045-04	judge9	Non	0	0
FW14-e029-7045-05	judge9	Non	0	0
FW14-e029-7045-06	judge9	Non	0	0
FW14-e029-7045-07	judge9	Non	0	0
FW14-e029-7045-08	judge9	Non	0	0
FW14-e029-7045-09	judge9	Non	0	0
FW14-e029-7045-10	judge9	Non	0	0
FW14-e030-7045-01	judge9	Non	0	0
FW14-e030-7045-02	judge9	Non	0	0
FW14-e030-7045-03	judge9	Non	0	0
FW14-e030-7045-04	judge9	Non	0	0
FW14-e030-7045-05	judge9	Non	0	0
FW14-e030-7045-06	judge9	Non	0	0
FW14-e030-7045-07	judge9	Non	0	0
FW14-e030-7045-08	judge9	Non	0	0
FW14-e030-7045-09	judge9	Non	0	0
FW14-e030-7045-10	judge9	Non	0	0
FW14-e032-7045-01	judge9	Non	0	0
FW14-e032-7045-02	judge9	Non	0	0
FW14-e032-7045-03	judge9	Non	0	0
FW14-e032-7045-04	judge9	Non	0	0
FW14-e032-7045-05	judge9	Non	0	0
FW14-e032-7045-06	judge9	Non	0	0
FW14-e032-7045-07	judge9	Non	0	0
FW14-e032-7045-08	judge9	Non	0	0
FW14-e032-7045-09	judge9	Non	0	0
FW14-e032-7045-10	judge9	Non	0	0
FW14-e033-7045-01	judge9	Non	0	0
FW14-e033-7045-02	judge9	Non	0	0
FW14-e033-7045-03	judge9	Non	0	0
FW14-e033-7045-04	judge9	Non	0	0
FW14-e033-7045-05	judge9	Non	0	0
FW14-e033-7045-06	judge9	Non	0	0
FW14-e033-7045-07	judge9	Non	0	0
FW14-e033-7045-08	judge9	Non	0	0
FW14-e033-7045-09	judge9	Non	0	0
FW14-e033-7045-10	judge9	Non	0	0
FW14-e034-7045-01	judge9	Non	0	0
FW14-e034-7045-02	judge9	HRel	0	0
FW14-e034-7045-03	judge9	Non	0	0
FW14-e034-7045-04	judge9	Non	0	0
FW14-e034-7045-05	judge9	Non	0	0
FW14-e034-7045-06	judge9	Rel	0	0
FW14-e034-7045-07	judge9	Non	0	0
FW14-e034-7045-08	judge9	Non	0	0
FW14-e034-7045-09	judge9	Non	0	0
FW14-e034-7045-10	judge9	HRel	0	0
FW14-e036-7045-01	judge9	Non	0	0
FW14-e036-7045-02	judge9	Non	0	0
FW14-e036-7045-03	judge9	Non	0	0
FW14-e036-7045-04	judge9	Non	0	0
FW14-e036-7045-05	judge9	Non	0	0
FW14-e036-7045-06	judge9	Non	0	0
FW14-e036-7045-07	judge9	Non	0	0
FW14-e036-7045-08	judge9	Non	0	0
FW14-e036-7045-09	judge9	Non	0	0
FW14-e036-7045-10	judge9	Non	0	0
FW14-e037-7045-01	judge9	Non	0	0
FW14-e037-7045-02	judge9	Non	0	0
FW14-e037-7045-03	judge9	Non	0	0
FW14-e037-7045-04	judge9	Non	0	0
FW14-e037-7045-05	judge9	Non	0	0
FW14-e037-7045-06	judge9	Non	0	0
FW14-e037-7045-07	judge9	Non	0	0
FW14-e037-7045-08	judge9	Non	0	0
FW14-e037-7045-09	judge9	Non	0	0
FW14-e037-7045-10	judge9	Non	0	0
FW14-e039-7045-01	judge9	Non	0	0
FW14-e039-7045-02	judge9	Non	0	0
FW14-e039-7045-03	judge9	Non	0	0
FW14-e039-7045-04	judge9	Non	0	0
FW14-e039-7045-05	judge9	Non	0	0
FW14-e039-7045-06	judge9	Non	0	0
FW14-e039-7045-07	judge9	Non	0	0
FW14-e039-7045-08	judge9	Non	0	0
FW14-e039-7045-09	judge9	Non	0	0
FW14-e039-7045-10	judge9	Non	0	0
FW14-e041-7045-01	judge9	Non	0	0
FW14-e041-7045-02	judge9	Non	0	0
FW14-e041-7045-03	judge9	Non	0	0
FW14-e041-7045-04	judge9	Non	0	0
FW14-e041-7045-05	judge9	Non	0	0
FW14-e041-7045-06	judge9	Non	0	0
FW14-e041-7045-07	judge9	Non	0	0
FW14-e041-7045-08	judge9	Non	0	0
FW14-e041-7045-09	judge9	Non	0	0
FW14-e041-7045-10	judge9	Non	0	0
FW14-e043-7045-01	judge9	Non	0	0
FW14-e043-7045-02	judge9	Non	0	0
FW14-e043-7045-03	judge9	Non	0	0
FW14-e043-7045-04	judge9	Non	0	0
FW14-e043-7045-05	judge9	Non	0	0
FW14-e043-7045-06	judge9	Non	0	0
FW14-e044-7045-01	judge9	Non	0	0
FW14-e044-7045-02	judge9	Non	0	0
FW14-e044-7045-03	judge9	Non	0	0
FW14-e044-7045-04	judge9	Non	0	0
FW14-e044-7045-05	judge9	Non	0	0
FW14-e044-7045-06	judge9	Non	0	0
FW14-e044-7045-07	judge9	Non	0	0
FW14-e044-7045-08	judge9	Non	0	0
FW14-e044-7045-09	judge9	Non	0	0
FW14-e044-7045-10	judge9	Non	0	0
FW14-e045-7045-01	judge9	Non	0	0
FW14-e047-7045-01	judge9	Non	0	0
FW14-e047-7045-02	judge9	Non	0	0
FW14-e047-7045-03	judge9	Non	0	0
FW14-e047-7045-04	judge9	Non	0	0
FW14-e049-7045-01	judge9	Non	0	0
FW14-e049-7045-02	judge9	Non	0	0
FW14-e049-7045-03	judge9	Non	0	0
FW14-e049-7045-04	judge9	Non	0	0
FW14-e049-7045-05	judge9	Non	0	0
FW14-e049-7045-06	judge9	Non	0	0
FW14-e050-7045-01	judge9	HRel	0	0
FW14-e050-7045-02	judge9	HRel	0	0
FW14-e050-7045-03	judge9	HRel	0	0
FW14-e050-7045-04	judge9	HRel	0	0
FW14-e050-7045-05	judge9	Rel	0	0
FW14-e050-7045-06	judge9	HRel	0	0
FW14-e050-7045-07	judge9	HRel	0	0
FW14-e050-7045-08	judge9	HRel	0	0
FW14-e050-7045-09	judge9	Non	0	0
FW14-e050-7045-10	judge9	HRel	0	0
FW14-e052-7045-01	judge9	Key	0	0
FW14-e052-7045-02	judge9	HRel	0	0
FW14-e052-7045-03	judge9	HRel	0	0
FW14-e052-7045-04	judge9	Non	0	0
FW14-e052-7045-05	judge9	Rel	0	0
FW14-e052-7045-06	judge9	HRel	0	0
FW14-e052-7045-07	judge9	HRel	0	0
FW14-e052-7045-08	judge9	Non	0	0
FW14-e052-7045-09	judge9	Non	0	0
FW14-e055-7045-01	judge9	Rel	0	0
FW14-e055-7045-02	judge9	Non	0	0
FW14-e055-7045-03	judge9	HRel	0	0
FW14-e055-7045-04	judge9	Non	0	0
FW14-e055-7045-05	judge9	Non	0	0
FW14-e055-7045-06	judge9	Non	0	0
FW14-e055-7045-07	judge9	Non	1	0
FW14-e055-7045-08	judge9	Non	1	0
FW14-e055-7045-09	judge9	Non	1	0
FW14-e055-7045-10	judge9	Non	1	0
FW14-e062-7045-01	judge9	Non	0	0
FW14-e062-7045-02	judge9	HRel	0	0
FW14-e062-7045-03	judge9	Non	0	0
FW14-e062-7045-04	judge9	Rel	0	0
FW14-e062-7045-05	judge9	Non	0	0
FW14-e062-7045-06	judge9	HRel	0	0
FW14-e062-7045-07	judge9	HRel	0	0
FW14-e062-7045-08	judge9	Non	0	0
FW14-e062-7045-09	judge9	Non	0	0
FW14-e062-7045-10	judge9	HRel	0	0
FW14-e063-7045-01	judge9	Rel	0	0
FW14-e063-7045-02	judge9	Non	0	0
FW14-e063-7045-03	judge9	Rel	0	0
FW14-e063-7045-04	judge9	Non	0	0
FW14-e063-7045-05	judge9	Non	0	0
FW14-e063-7045-06	judge9	Non	0	0
FW14-e063-7045-07	judge9	Non	0	0
FW14-e063-7045-08	judge9	Non	0	0
FW14-e066-7045-01	judge9	Non	1	0
FW14-e066-7045-02	judge9	Non	0	0
FW14-e066-7045-03	judge9	Non	0	0
FW14-e066-7045-04	judge9	Non	0	0
FW14-e066-7045-05	judge9	Non	0	0
FW14-e066-7045-06	judge9	Non	0	0
FW14-e066-7045-07	judge9	Non	0	0
FW14-e066-7045-08	judge9	Non	0	0
FW14-e066-7045-09	judge9	Non	0	0
FW14-e066-7045-10	judge9	Non	0	0
FW14-e067-7045-01	judge9	Non	0	0
FW14-e067-7045-02	judge9	Non	0	0
FW14-e067-7045-03	judge9	Non	0	0
FW14-e067-7045-04	judge9	Non	0	0
FW14-e067-7045-05	judge9	Non	0	0
FW14-e067-7045-06	judge9	Non	0	0
FW14-e067-7045-07	judge9	Non	0	0
FW14-e067-7045-08	judge9	Non	0	0
FW14-e067-7045-09	judge9	Non	0	0
FW14-e067-7045-10	judge9	Non	0	0
FW14-e070-7045-01	judge9	Non	0	0
FW14-e070-7045-02	judge9	Non	0	0
FW14-e070-7045-03	judge9	Non	0	0
FW14-e070-7045-04	judge9	Non	0	0
FW14-e070-7045-05	judge9	Non	0	0
FW14-e070-7045-06	judge9	Non	0	0
FW14-e070-7045-07	judge9	Non	0	0
FW14-e070-7045-08	judge9	Non	0	0
FW14-e070-7045-09	judge9	Non	0	0
FW14-e071-7045-01	judge9	Non	0	0
FW14-e071-7045-02	judge9	Non	0	0
FW14-e071-7045-03	judge9	Non	0	0
FW14-e071-7045-04	judge9	Non	0	0
FW14-e071-7045-05	judge9	Non	0	0
FW14-e071-7045-06	judge9	Non	0	0
FW14-e071-7045-07	judge9	Non	0	0
FW14-e071-7045-08	judge9	Non	0	0
FW14-e071-7045-09	judge9	Non	0	0
FW14-e071-7045-10	judge9	Non	0	0
FW14-e072-7045-01	judge9	Non	1	0
FW14-e072-7045-02	judge9	Non	1	0
FW14-e072-7045-03	judge9	Non	1	0
FW14-e072-7045-04	judge9	Non	1	0
FW14-e072-7045-05	judge9	Non	1	0
FW14-e072-7045-06	judge9	Non	1	0
FW14-e072-7045-07	judge9	Non	1	0
FW14-e072-7045-08	judge9	Non	1	0
FW14-e072-7045-09	judge9	Non	1	0
FW14-e072-7045-10	judge9	Non	1	0
FW14-e075-7045-01	judge9	Non	0	0
FW14-e075-7045-02	judge9	Non	0	0
FW14-e075-7045-03	judge9	Non	0	0
FW14-e075-7045-04	judge9	Rel	0	0
FW14-e075-7045-05	judge9	Non	0	0
FW14-e076-7045-01	judge9	Non	0	0
FW14-e076-7045-02	judge9	Non	0	0
FW14-e076-7045-03	judge9	Non	0	0
FW14-e076-7045-04	judge9	Non	0	0
FW14-e076-7045-05	judge9	Non	0	0
FW14-e076-7045-06	judge9	Non	0	0
FW14-e076-7045-07	judge9	Non	0	0
FW14-e076-7045-08	judge9	Non	0	0
FW14-e076-7045-09	judge9	Non	0	0
FW14-e076-7045-10	judge9	Non	0	0
FW14-e078-7045-01	judge9	Non	0	0
FW14-e078-7045-02	judge9	Non	0	0
FW14-e078-7045-03	judge9	Non	0	0
FW14-e078-7045-04	judge9	Non	0	0
FW14-e078-7045-05	judge9	Non	0	0
FW14-e078-7045-06	judge9	Non	0	0
FW14-e079-7045-01	judge9	Non	0	0
FW14-e079-7045-02	judge9	Non	0	0
FW14-e079-7045-03	judge9	Non	0	0
FW14-e079-7045-04	judge9	Non	0	0
FW14-e079-7045-05	judge9	Non	0	0
FW14-e080-7045-01	judge9	Non	0	0
FW14-e080-7045-02	judge9	Non	0	0
FW14-e080-7045-03	judge9	Non	0	0
FW14-e080-7045-04	judge9	Non	0	0
FW14-e080-7045-05	judge9	Non	0	0
FW14-e080-7045-06	judge9	Non	0	0
FW14-e080-7045-07	judge9	Non	0	0
FW14-e080-7045-08	judge9	Non	0	0
FW14-e080-7045-09	judge9	Non	0	0
FW14-e080-7045-10	judge9	Non	0	0
FW14-e081-7045-01	judge9	Non	0	0
FW14-e081-7045-02	judge9	Non	0	0
FW14-e081-7045-03	judge9	Non	0	0
FW14-e081-7045-04	judge9	Non	0	0
FW14-e081-7045-05	judge9	Non	0	0
FW14-e081-7045-06	judge9	Non	0	0
FW14-e081-7045-07	judge9	Non	0	0
FW14-e081-7045-08	judge9	Non	0	0
FW14-e081-7045-09	judge9	Non	0	0
FW14-e081-7045-10	judge9	Non	0	0
FW14-e085-7045-01	judge9	Non	1	0
FW14-e085-7045-02	judge9	Non	1	0
FW14-e085-7045-03	judge9	Non	1	0
FW14-e085-7045-04	judge9	Non	1	0
FW14-e085-7045-05	judge9	Non	1	0
FW14-e085-7045-06	judge9	Non	1	0
FW14-e085-7045-07	judge9	Non	1	0
FW14-e085-7045-08	judge9	Non	1	0
FW14-e085-7045-09	judge9	Non	1	0
FW14-e085-7045-10	judge9	Non	1	0
FW14-e086-7045-01	judge9	Non	0	0
FW14-e086-7045-02	judge9	Non	0	0
FW14-e086-7045-03	judge9	Non	0	0
FW14-e086-7045-04	judge9	Non	0	0
FW14-e086-7045-05	judge9	Non	0	0
FW14-e086-7045-06	judge9	Non	0	0
FW14-e086-7045-07	judge9	Non	0	0
FW14-e086-7045-08	judge9	Non	0	0
FW14-e086-7045-09	judge9	Non	0	0
FW14-e086-7045-10	judge9	Non	0	0
FW14-e088-7045-01	judge9	Key	0	0
FW14-e088-7045-02	judge9	Key	0	0
FW14-e088-7045-03	judge9	HRel	0	0
FW14-e088-7045-04	judge9	HRel	0	0
FW14-e088-7045-05	judge9	HRel	0	0
FW14-e088-7045-06	judge9	Non	0	0
FW14-e088-7045-07	judge9	Non	0	0
FW14-e088-7045-08	judge9	Non	0	0
FW14-e090-7045-01	judge9	Non	0	0
FW14-e090-7045-02	judge9	Non	0	0
FW14-e092-7045-01	judge9	Non	0	0
FW14-e092-7045-02	judge9	Non	0	0
FW14-e092-7045-03	judge9	Non	0	0
FW14-e092-7045-04	judge9	Non	0	0
FW14-e092-7045-05	judge9	Non	0	0
FW14-e092-7045-06	judge9	Non	0	0
FW14-e093-7045-01	judge9	HRel	0	0
FW14-e093-7045-02	judge9	Non	0	0
FW14-e098-7045-01	judge9	Non	0	0
FW14-e098-7045-02	judge9	Non	0	0
FW14-e098-7045-03	judge9	Non	0	0
FW14-e098-7045-04	judge9	Non	0	0
FW14-e098-7045-05	judge9	Non	0	0
FW14-e098-7045-06	judge9	Non	0	0
FW14-e100-7045-01	judge9	Non	0	0
FW14-e100-7045-02	judge9	Non	0	0
FW14-e100-7045-03	judge9	Non	0	0
FW14-e100-7045-04	judge9	Non	0	0
FW14-e100-7045-05	judge9	Non	0	0
FW14-e100-7045-06	judge9	Non	0	0
FW14-e100-7045-07	judge9	Non	0	0
FW14-e100-7045-08	judge9	Non	0	0
FW14-e100-7045-09	judge9	Non	0	0
FW14-e100-7045-10	judge9	Non	0	0
FW14-e101-7045-01	judge9	Non	0	0
FW14-e101-7045-02	judge9	Non	0	0
FW14-e101-7045-03	judge9	Non	0	0
FW14-e101-7045-04	judge9	Non	0	0
FW14-e101-7045-05	judge9	Non	0	0
FW14-e101-7045-06	judge9	Non	0	0
FW14-e101-7045-07	judge9	Non	0	0
FW14-e101-7045-08	judge9	Rel	0	0
FW14-e101-7045-09	judge9	Non	0	0
FW14-e101-7045-10	judge9	Non	0	0
FW14-e102-7045-01	judge9	Non	0	0
FW14-e102-7045-02	judge9	Non	0	0
FW14-e102-7045-03	judge9	Non	0	0
FW14-e102-7045-04	judge9	Non	0	0
FW14-e102-7045-05	judge9	Non	0	0
FW14-e102-7045-06	judge9	Non	0	0
FW14-e102-7045-07	judge9	Non	0	0
FW14-e102-7045-08	judge9	Non	0	0
FW14-e102-7045-09	judge9	Non	0	0
FW14-e102-7045-10	judge9	Non	0	0
FW14-e106-7045-01	judge9	Non	0	0
FW14-e106-7045-02	judge9	Non	0	0
FW14-e106-7045-03	judge9	Non	0	0
FW14-e106-7045-04	judge9	Non	0	0
FW14-e106-7045-05	judge9	Non	0	0
FW14-e106-7045-06	judge9	Non	0	0
FW14-e106-7045-07	judge9	Non	0	0
FW14-e106-7045-08	judge9	Non	0	0
FW14-e106-7045-09	judge9	Non	0	0
FW14-e106-7045-10	judge9	Non	0	0
FW14-e108-7045-01	judge9	Non	0	0
FW14-e108-7045-02	judge9	Non	0	0
FW14-e108-7045-03	judge9	Non	0	0
FW14-e108-7045-04	judge9	Non	0	0
FW14-e108-7045-05	judge9	Non	0	0
FW14-e108-7045-06	judge9	Non	0	0
FW14-e108-7045-07	judge9	Non	0	0
FW14-e108-7045-08	judge9	Non	0	0
FW14-e108-7045-09	judge9	Non	0	0
FW14-e108-7045-10	judge9	Non	0	0
FW14-e109-7045-01	judge9	Non	0	0
FW14-e109-7045-02	judge9	Non	0	0
FW14-e109-7045-03	judge9	Non	0	0
FW14-e109-7045-04	judge9	Non	0	0
FW14-e109-7045-05	judge9	Non	0	0
FW14-e109-7045-06	judge9	Non	0	0
FW14-e109-7045-07	judge9	Non	0	0
FW14-e109-7045-08	judge9	Non	0	0
FW14-e109-7045-09	judge9	Non	0	0
FW14-e109-7045-10	judge9	Non	0	0
FW14-e112-7045-01	judge9	Non	1	0
FW14-e113-7045-01	judge9	Non	0	0
FW14-e113-7045-02	judge9	Non	0	0
FW14-e113-7045-03	judge9	Non	0	0
FW14-e113-7045-04	judge9	Non	0	0
FW14-e113-7045-05	judge9	Non	0	0
FW14-e113-7045-06	judge9	Non	0	0
FW14-e113-7045-07	judge9	Non	0	0
FW14-e113-7045-08	judge9	Non	0	0
FW14-e113-7045-09	judge9	Non	0	0
FW14-e113-7045-10	judge9	Non	0	0
FW14-e115-7045-01	judge9	Non	0	0
FW14-e115-7045-02	judge9	Non	0	0
FW14-e115-7045-03	judge9	Non	0	0
FW14-e115-7045-04	judge9	Non	0	0
FW14-e115-7045-05	judge9	Non	0	0
FW14-e115-7045-06	judge9	Non	0	0
FW14-e115-7045-07	judge9	Non	0	0
FW14-e115-7045-08	judge9	Non	0	0
FW14-e115-7045-09	judge9	Non	0	0
FW14-e115-7045-10	judge9	Non	0	0
FW14-e118-7045-01	judge9	Non	0	0
FW14-e118-7045-02	judge9	Non	0	0
FW14-e118-7045-03	judge9	Non	0	0
FW14-e118-7045-04	judge9	Non	0	0
FW14-e118-7045-05	judge9	Non	0	0
FW14-e118-7045-06	judge9	Non	0	0
FW14-e118-7045-07	judge9	Non	0	0
FW14-e118-7045-08	judge9	Non	0	0
FW14-e118-7045-09	judge9	Non	0	0
